ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,days_since_lastorder,status,productline,msrp,productcode,customername,phone,addressline1,city,postalcode,country,contactlastname,contactfirstname,dealsize
10306,38,91.81,10,3488.78,2019-10-14,2683,shipped,ships,86,s700_1938,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,medium
10314,23,76.22,2,1753.06,2019-10-22,2676,shipped,ships,86,s700_1938,heintze collectables,86 21 3555,smagsloget 45,aaarhus,8200,denmark,ibsen,palle,small
10327,20,173.46,7,3469.2,2019-11-10,2658,resolved,ships,86,s700_1938,danish wholesale imports,31 12 3555,vinb'ltet 34,kobenhavn,1734,denmark,petersen,jytte,medium
10337,36,70.3,9,2530.8,2019-11-21,2648,shipped,ships,86,s700_1938,classic legends inc.,2125558493,5905 pompton st.,nyc,10022,usa,hernandez,maria,small
10350,28,104.44,4,2924.32,2019-12-02,2638,shipped,ships,86,s700_1938,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10372,44,102.2,2,4496.8,2020-01-26,2584,shipped,ships,86,s700_1938,"tokyo collectables, ltd",+81 3 3584 0555,2-2-8 roppongi,minato-ku,106-0032,japan,shimamura,akiko,medium
10397,32,80.55,5,2577.6,2020-03-28,2523,shipped,ships,86,s700_1938,alpha cognac,61.77.6555,1 rue alsace-lorraine,toulouse,31000,france,roulet,annette,small
10414,34,103.93,13,3533.62,2020-05-06,2485,on hold,ships,86,s700_1938,gifts4allages.com,6175559555,8616 spinnaker dr.,boston,51003,usa,yoshido,juri,medium
10106,30,105.91,16,3177.3,2018-02-17,3295,shipped,ships,90,s700_2047,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,medium
10119,29,94.14,7,2730.06,2018-04-28,3226,shipped,ships,90,s700_2047,salzburg collectables,6562-9555,geislweg 14,salzburg,5020,austria,pipps,georg,small
10131,22,85.99,8,1891.78,2018-06-16,3178,shipped,ships,90,s700_2047,gift ideas corp.,2035554407,2440 pompton st.,glendale,97561,usa,lewis,dan,small
10143,26,100.48,11,2612.48,2018-08-10,3124,shipped,ships,90,s700_2047,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,small
10155,32,91.43,9,2925.76,2018-10-06,3068,shipped,ships,90,s700_2047,"toys of finland, co.",90-224 8555,keskuskatu 45,helsinki,21240,finland,karttunen,matti,small
10167,29,101.38,5,2940.02,2018-10-23,3052,cancelled,ships,90,s700_2047,scandinavian gift ideas,0695-34 6555,?kergatan 24,boras,s-844 67,sweden,larsson,maria,small
10178,34,96.86,8,3293.24,2018-11-08,3037,shipped,ships,90,s700_2047,alpha cognac,61.77.6555,1 rue alsace-lorraine,toulouse,31000,france,roulet,annette,medium
10186,24,99.57,5,2389.68,2018-11-14,3032,shipped,ships,90,s700_2047,"double decker gift stores, ltd",(171) 555-7555,120 hanover sq.,london,wa1 1dp,uk,hardy,thomas,small
10197,24,90.52,2,2172.48,2018-11-26,3021,shipped,ships,90,s700_2047,enaco distributors,(93) 203 4555,"rambla de catalu¤a, 23",barcelona,8022,spain,saavedra,eduardo,small
10222,26,102.29,8,2659.54,2019-02-19,2937,shipped,ships,90,s700_2047,collectable mini designs co.,7605558146,361 furth circle,san diego,91217,usa,thompson,valarie,small
10249,40,95.95,4,3838.0,2019-05-08,2860,shipped,ships,90,s700_2047,cambridge collectables co.,6175555555,4658 baden av.,cambridge,51247,usa,tseng,kyung,medium
10262,44,94.14,13,4142.16,2019-06-24,2814,cancelled,ships,90,s700_2047,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10274,24,90.52,5,2172.48,2019-07-21,2788,shipped,ships,90,s700_2047,collectables for less inc.,6175558555,7825 douglas av.,brickhaven,58339,usa,nelson,allen,small
10283,20,94.14,2,1882.8,2019-08-20,2759,shipped,ships,90,s700_2047,"royal canadian collectables, ltd.",(604) 555-4555,23 tsawassen blvd.,tsawassen,t2f 8m4,canada,lincoln,elizabeth,small
10296,34,102.29,11,3477.86,2019-09-15,2734,shipped,ships,90,s700_2047,"bavarian collectables imports, co.",+49 89 61 08 9555,hansastr. 15,munich,80686,germany,donnermeyer,michael,medium
10307,34,97.76,5,3323.84,2019-10-14,2706,shipped,ships,90,s700_2047,"classic gift ideas, inc",2155554695,782 first street,philadelphia,71270,usa,cervantes,francisca,medium
10316,45,93.24,13,4195.8,2019-11-01,2689,shipped,ships,90,s700_2047,giftsbymail.co.uk,(198) 555-8888,garden house crowther way,cowes,po31 7pj,uk,bennett,helen,medium
10328,41,101.38,9,4156.58,2019-11-12,2679,shipped,ships,90,s700_2047,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,medium
10339,55,71.25,15,3918.75,2019-11-23,2669,shipped,ships,90,s700_2047,"tokyo collectables, ltd",+81 3 3584 0555,2-2-8 roppongi,minato-ku,106-0032,japan,shimamura,akiko,medium
10352,23,102.29,3,2352.67,2019-12-03,2660,shipped,ships,90,s700_2047,auto-moto classics inc.,6175558428,16780 pompton st.,brickhaven,58339,usa,taylor,leslie,small
10361,24,45.39,14,1089.36,2019-12-17,2647,shipped,ships,90,s700_2047,souveniers and things co.,+61 2 9495 8555,"monitor money building, 815 pacific hwy",chatswood,2067,australia,huxley,adrian,small
10373,32,84.41,15,2701.12,2020-01-31,2603,shipped,ships,90,s700_2047,"oulu toy supplies, inc.",981-443655,torikatu 38,oulu,90110,finland,koskitalo,pirkko,small
10386,29,85.76,13,2487.04,2020-03-01,2574,resolved,ships,90,s700_2047,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10398,36,108.62,7,3910.32,2020-03-30,2546,shipped,ships,90,s700_2047,reims collectables,26.47.1555,59 rue de l'abbaye,reims,51100,france,henriot,paul,medium
10400,46,87.8,5,4038.8,2020-04-01,2545,shipped,ships,90,s700_2047,the sharp gifts warehouse,4085553659,3086 ingle ln.,san jose,94217,usa,frick,sue,medium
10415,32,95.95,4,3070.4,2020-05-09,2508,disputed,ships,90,s700_2047,"australian collectables, ltd",61-9-3844-6555,7 allen street,glen waverly,3150,australia,connery,sean,medium
10106,34,110.69,9,3763.46,2018-02-17,3321,shipped,planes,99,s700_2466,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,medium
10120,24,107.7,15,2584.8,2018-04-29,3251,shipped,planes,99,s700_2466,"australian collectors, co.",03 9520 4555,636 st kilda road,melbourne,3004,australia,ferguson,peter,small
10131,40,110.69,1,4427.6,2018-06-16,3204,shipped,planes,99,s700_2466,gift ideas corp.,2035554407,2440 pompton st.,glendale,97561,usa,lewis,dan,medium
10143,26,82.77,4,2152.02,2018-08-10,3150,shipped,planes,99,s700_2466,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,small
10155,20,117.67,2,2353.4,2018-10-06,3094,shipped,planes,99,s700_2466,"toys of finland, co.",90-224 8555,keskuskatu 45,helsinki,21240,finland,karttunen,matti,small
10168,31,110.69,16,3431.39,2018-10-28,3073,shipped,planes,99,s700_2466,technics stores inc.,6505556809,9408 furth circle,burlingame,94217,usa,hirano,juri,medium
10178,22,87.75,1,1930.5,2018-11-08,3063,shipped,planes,99,s700_2466,alpha cognac,61.77.6555,1 rue alsace-lorraine,toulouse,31000,france,roulet,annette,small
10198,42,113.68,1,4774.56,2018-11-27,3045,shipped,planes,99,s700_2466,cruz & sons co.,+63 2 555 3587,15 mccallum street - natwest center #13-03,makati city,1227 mm,philippines,cruz,arnold,medium
10210,26,99.72,14,2592.72,2019-01-12,3000,shipped,planes,99,s700_2466,osaka souveniers co.,+81 06 6342 5555,"dojima avanza 4f, 1-6-20 dojima, kita-ku",osaka,530-0003,japan,kentary,mory,small
10222,37,87.75,1,3246.75,2019-02-19,2963,shipped,planes,99,s700_2466,collectable mini designs co.,7605558146,361 furth circle,san diego,91217,usa,thompson,valarie,medium
10235,38,88.75,10,3372.5,2019-04-02,2922,shipped,planes,99,s700_2466,"royal canadian collectables, ltd.",(604) 555-4555,23 tsawassen blvd.,tsawassen,t2f 8m4,canada,lincoln,elizabeth,medium
10250,35,111.69,11,3909.15,2019-05-11,2884,shipped,planes,99,s700_2466,the sharp gifts warehouse,4085553659,3086 ingle ln.,san jose,94217,usa,frick,sue,medium
10262,33,90.75,6,2994.75,2019-06-24,2841,cancelled,planes,99,s700_2466,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10275,39,114.68,16,4472.52,2019-07-23,2813,shipped,planes,99,s700_2466,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,medium
10284,45,101.71,8,4576.95,2019-08-21,2785,shipped,planes,99,s700_2466,"norway gifts by mail, co.",+47 2212 1555,"drammensveien 126 a, pb 744 sentrum",oslo,n 0106,norway,klaeboe,jan,medium
10296,24,101.71,4,2441.04,2019-09-15,2761,shipped,planes,99,s700_2466,"bavarian collectables imports, co.",+49 89 61 08 9555,hansastr. 15,munich,80686,germany,donnermeyer,michael,small
10308,35,88.75,14,3106.25,2019-10-15,2732,shipped,planes,99,s700_2466,mini classics,9145554562,3758 north pendale street,white plains,24067,usa,frick,steve,medium
10316,23,117.67,6,2706.41,2019-11-01,2716,shipped,planes,99,s700_2466,giftsbymail.co.uk,(198) 555-8888,garden house crowther way,cowes,po31 7pj,uk,bennett,helen,small
10328,37,108.69,10,4021.53,2019-11-12,2706,shipped,planes,99,s700_2466,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,medium
10340,55,87.75,7,4826.25,2019-11-24,2695,shipped,planes,99,s700_2466,enaco distributors,(93) 203 4555,"rambla de catalu¤a, 23",barcelona,8022,spain,saavedra,eduardo,medium
10352,49,100.72,2,4935.28,2019-12-03,2687,shipped,planes,99,s700_2466,auto-moto classics inc.,6175558428,16780 pompton st.,brickhaven,58339,usa,taylor,leslie,medium
10361,26,105.95,9,2754.7,2019-12-17,2674,shipped,planes,99,s700_2466,souveniers and things co.,+61 2 9495 8555,"monitor money building, 815 pacific hwy",chatswood,2067,australia,huxley,adrian,small
10375,33,116.87,1,3856.71,2020-02-03,2627,shipped,planes,99,s700_2466,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,medium
10386,37,83.84,14,3102.08,2020-03-01,2601,resolved,planes,99,s700_2466,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10398,22,86.76,8,1908.72,2020-03-30,2573,shipped,planes,99,s700_2466,reims collectables,26.47.1555,59 rue de l'abbaye,reims,51100,france,henriot,paul,small
10401,85,88.75,10,7543.75,2020-04-03,2570,on hold,planes,99,s700_2466,tekni collectables inc.,2015559350,7476 moss rd.,newark,94019,usa,brown,william,large
10416,22,111.69,11,2457.18,2020-05-10,2534,shipped,planes,99,s700_2466,l'ordine souveniers,0522-556555,strada provinciale 124,reggio emilia,42100,italy,moroni,maurizio,small
10105,31,65.77,3,2038.87,2018-02-11,3354,shipped,ships,72,s700_2610,danish wholesale imports,31 12 3555,vinb'ltet 34,kobenhavn,1734,denmark,petersen,jytte,small
10119,38,65.77,12,2499.26,2018-04-28,3279,shipped,ships,72,s700_2610,salzburg collectables,6562-9555,geislweg 14,salzburg,5020,austria,pipps,georg,small
10129,45,85.29,3,3838.05,2018-06-12,3235,shipped,ships,72,s700_2610,"stylish desk decors, co.",(171) 555-0297,35 king george,london,wx3 6fw,uk,brown,ann,medium
10143,31,85.29,16,2643.99,2018-08-10,3177,shipped,ships,72,s700_2610,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,small
10154,36,64.33,1,2315.88,2018-10-02,3125,shipped,ships,72,s700_2610,boards & toys co.,3105552373,4097 douglas av.,glendale,92561,usa,young,leslie,small
10167,46,70.11,10,3225.06,2018-10-23,3105,cancelled,ships,72,s700_2610,scandinavian gift ideas,0695-34 6555,?kergatan 24,boras,s-844 67,sweden,larsson,maria,medium
10177,32,76.62,1,2451.84,2018-11-07,3091,shipped,ships,72,s700_2610,caf imports,+34 913 728 555,"merchants house, 27-30 merchant's quay",madrid,28023,spain,fernandez,jesus,small
10185,39,57.82,1,2254.98,2018-11-14,3085,shipped,ships,72,s700_2610,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,small
10197,50,78.79,7,3939.5,2018-11-26,3074,shipped,ships,72,s700_2610,enaco distributors,(93) 203 4555,"rambla de catalu¤a, 23",barcelona,8022,spain,saavedra,eduardo,medium
10208,46,74.45,1,3424.7,2019-01-02,3038,shipped,ships,72,s700_2610,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",lyon,69004,france,saveley,mary,medium
10222,36,80.95,13,2914.2,2019-02-19,2991,shipped,ships,72,s700_2610,collectable mini designs co.,7605558146,361 furth circle,san diego,91217,usa,thompson,valarie,small
10233,29,82.4,1,2389.6,2019-03-29,2954,shipped,ships,72,s700_2610,tekni collectables inc.,2015559350,7476 moss rd.,newark,94019,usa,brown,william,small
10248,32,75.89,4,2428.48,2019-05-07,2916,cancelled,ships,72,s700_2610,land of toys inc.,2125557818,897 long airport avenue,nyc,10022,usa,yu,kwai,small
10261,44,68.67,2,3021.48,2019-06-17,2876,shipped,ships,72,s700_2610,quebec home shopping network,(514) 555-8054,43 rue st. laurent,montreal,h1j 1c3,canada,fresnisre,jean,medium
10273,42,62.16,5,2610.72,2019-07-21,2843,shipped,ships,72,s700_2610,petit auto,(02) 5554 67,rue joseph-bens 532,bruxelles,b-1180,belgium,dewey,catherine,small
10283,47,65.77,7,3091.19,2019-08-20,2814,shipped,ships,72,s700_2610,"royal canadian collectables, ltd.",(604) 555-4555,23 tsawassen blvd.,tsawassen,t2f 8m4,canada,lincoln,elizabeth,medium
10295,44,58.55,2,2576.2,2019-09-10,2794,shipped,ships,72,s700_2610,gifts4allages.com,6175559555,8616 spinnaker dr.,boston,51003,usa,yoshido,juri,small
10306,43,75.17,1,3232.31,2019-10-14,2761,shipped,ships,72,s700_2610,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,medium
10316,48,74.45,18,3573.6,2019-11-01,2744,shipped,ships,72,s700_2610,giftsbymail.co.uk,(198) 555-8888,garden house crowther way,cowes,po31 7pj,uk,bennett,helen,medium
10327,21,96.31,1,2022.51,2019-11-10,2736,resolved,ships,72,s700_2610,danish wholesale imports,31 12 3555,vinb'ltet 34,kobenhavn,1734,denmark,petersen,jytte,small
10339,50,74.35,9,3717.5,2019-11-23,2724,shipped,ships,72,s700_2610,"tokyo collectables, ltd",+81 3 3584 0555,2-2-8 roppongi,minato-ku,106-0032,japan,shimamura,akiko,medium
10350,29,75.35,12,2185.15,2019-12-02,2716,shipped,ships,72,s700_2610,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10373,41,70.33,16,2883.53,2020-01-31,2657,shipped,ships,72,s700_2610,"oulu toy supplies, inc.",981-443655,torikatu 38,oulu,90110,finland,koskitalo,pirkko,small
10386,37,135.61,10,5017.57,2020-03-01,2628,resolved,ships,72,s700_2610,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10397,22,66.5,4,1463.0,2020-03-28,2602,shipped,ships,72,s700_2610,alpha cognac,61.77.6555,1 rue alsace-lorraine,toulouse,31000,france,roulet,annette,small
10414,31,75.89,4,2352.59,2020-05-06,2564,on hold,ships,72,s700_2610,gifts4allages.com,6175559555,8616 spinnaker dr.,boston,51003,usa,yoshido,juri,small
10103,42,106.21,6,4460.82,2018-01-29,3393,shipped,classic cars,101,s700_2824,baane mini imports,07-98 9555,erling skakkes gate 78,stavern,4110,norway,bergulfsen,jonas,medium
10114,42,113.29,10,4758.18,2018-04-01,3332,shipped,classic cars,101,s700_2824,"la corne d'abondance, co.",(1) 42.34.2555,"265, boulevard charonne",paris,75012,france,bertrand,marie,medium
10126,45,102.16,6,4597.2,2018-05-28,3276,shipped,classic cars,101,s700_2824,"corrida auto replicas, ltd",(91) 555 22 82,"c/ araquil, 67",madrid,28023,spain,sommer,mart¡n,medium
10140,36,114.3,6,4114.8,2018-07-24,3220,shipped,classic cars,101,s700_2824,technics stores inc.,6505556809,9408 furth circle,burlingame,94217,usa,hirano,juri,medium
10150,20,105.2,3,2104.0,2018-09-19,3164,shipped,classic cars,101,s700_2824,"dragon souveniers, ltd.",+65 221 7555,"bronz sok., bronz apt. 3/6 tesvikiye",singapore,79903,singapore,natividad,eric,small
10164,39,81.93,4,3195.27,2018-10-21,3133,resolved,classic cars,101,s700_2824,mini auto werke,7675-3555,kirchgasse 6,graz,8010,austria,mendel,roland,medium
10175,42,85.98,11,3611.16,2018-11-06,3118,shipped,classic cars,101,s700_2824,"stylish desk decors, co.",(171) 555-0297,35 king george,london,wx3 6fw,uk,brown,ann,medium
10183,23,86.99,3,2000.77,2018-11-13,3112,shipped,classic cars,101,s700_2824,"classic gift ideas, inc",2155554695,782 first street,philadelphia,71270,usa,cervantes,francisca,small
10194,26,89.01,6,2314.26,2018-11-25,3101,shipped,classic cars,101,s700_2824,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",lyon,69004,france,saveley,mary,small
10206,33,117.33,1,3871.89,2018-12-05,3092,shipped,classic cars,101,s700_2824,canadian gift exchange network,(604) 555-3392,1900 oak st.,vancouver,v3f 2k1,canada,tannamuri,yoshi,medium
10217,31,88.0,6,2728.0,2019-02-04,3032,shipped,classic cars,101,s700_2824,handji gifts& co,+65 224 1555,village close - 106 linden road sandown,singapore,69045,singapore,victorino,wendy,small
10229,50,112.28,11,5614.0,2019-03-11,2998,shipped,classic cars,101,s700_2824,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10245,44,105.2,4,4628.8,2019-05-04,2945,shipped,classic cars,101,s700_2824,super scale inc.,2035559545,567 north pendale street,new haven,97823,usa,murphy,leslie,medium
10258,45,80.92,1,3641.4,2019-06-15,2904,shipped,classic cars,101,s700_2824,"tokyo collectables, ltd",+81 3 3584 0555,2-2-8 roppongi,minato-ku,106-0032,japan,shimamura,akiko,medium
10270,46,88.0,4,4048.0,2019-07-19,2871,shipped,classic cars,101,s700_2824,souveniers and things co.,+61 2 9495 8555,"monitor money building, 815 pacific hwy",chatswood,2067,australia,huxley,adrian,medium
10281,27,85.98,11,2321.46,2019-08-19,2841,shipped,classic cars,101,s700_2824,diecast classics inc.,2155551555,7586 pompton st.,allentown,70267,usa,yu,kyung,small
10291,28,116.32,6,3256.96,2019-09-08,2822,shipped,classic cars,101,s700_2824,scandinavian gift ideas,0695-34 6555,?kergatan 24,boras,s-844 67,sweden,larsson,maria,medium
10304,40,105.2,1,4208.0,2019-10-11,2790,shipped,classic cars,101,s700_2824,auto assoc. & cie.,30.59.8555,"67, avenue de l'europe",versailles,78000,france,tonini,daniel,medium
10313,30,99.13,9,2973.9,2019-10-22,2780,shipped,classic cars,101,s700_2824,canadian gift exchange network,(604) 555-3392,1900 oak st.,vancouver,v3f 2k1,canada,tannamuri,yoshi,small
10324,34,124.95,5,4248.3,2019-11-05,2767,shipped,classic cars,101,s700_2824,vitachrome inc.,2125551500,2678 kingston rd.,nyc,10022,usa,frick,michael,medium
10336,46,207.8,2,9558.8,2019-11-20,2753,shipped,classic cars,101,s700_2824,"la corne d'abondance, co.",(1) 42.34.2555,"265, boulevard charonne",paris,75012,france,bertrand,marie,large
10348,32,82.83,7,2650.56,2019-11-01,2773,shipped,classic cars,101,s700_2824,"corrida auto replicas, ltd",(91) 555 22 82,"c/ araquil, 67",madrid,28023,spain,sommer,mart¡n,small
10358,27,139.31,3,3761.37,2019-12-10,2735,shipped,classic cars,101,s700_2824,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10371,34,126.51,3,4301.34,2020-01-23,2692,shipped,classic cars,101,s700_2824,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10382,34,54.84,9,1864.56,2020-02-17,2668,shipped,classic cars,101,s700_2824,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10411,34,105.2,4,3576.8,2020-05-01,2595,shipped,classic cars,101,s700_2824,quebec home shopping network,(514) 555-8054,43 rue st. laurent,montreal,h1j 1c3,canada,fresnisre,jean,medium
10424,46,80.92,1,3722.32,2020-05-31,2566,in process,classic cars,101,s700_2824,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10106,32,124.58,1,3986.56,2018-02-17,3401,shipped,planes,118,s700_2834,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,medium
10120,24,142.38,7,3417.12,2018-04-29,3331,shipped,planes,118,s700_2834,"australian collectors, co.",03 9520 4555,636 st kilda road,melbourne,3004,australia,ferguson,peter,medium
10133,27,99.67,2,2691.09,2018-06-27,3273,shipped,planes,118,s700_2834,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10145,20,137.63,13,2752.6,2018-08-25,3215,shipped,planes,118,s700_2834,toys4grownups.com,6265557265,78934 hillside dr.,pasadena,90003,usa,young,julie,small
10168,36,125.77,8,4527.72,2018-10-28,3152,shipped,planes,118,s700_2834,technics stores inc.,6505556809,9408 furth circle,burlingame,94217,usa,hirano,juri,medium
10188,29,136.45,8,3957.05,2018-11-18,3132,shipped,planes,118,s700_2834,herkku gifts,+47 2267 3215,"drammen 121, pr 744 sentrum",bergen,n 5804,norway,oeztan,veysel,medium
10210,25,112.72,6,2818.0,2019-01-12,3078,shipped,planes,118,s700_2834,osaka souveniers co.,+81 06 6342 5555,"dojima avanza 4f, 1-6-20 dojima, kita-ku",osaka,530-0003,japan,kentary,mory,small
10223,29,110.34,8,3199.86,2019-02-20,3040,shipped,planes,118,s700_2834,"australian collectors, co.",03 9520 4555,636 st kilda road,melbourne,3004,australia,ferguson,peter,medium
10235,25,96.11,2,2402.75,2019-04-02,3000,shipped,planes,118,s700_2834,"royal canadian collectables, ltd.",(604) 555-4555,23 tsawassen blvd.,tsawassen,t2f 8m4,canada,lincoln,elizabeth,small
10250,44,137.63,3,6055.72,2019-05-11,2962,shipped,planes,118,s700_2834,the sharp gifts warehouse,4085553659,3086 ingle ln.,san jose,94217,usa,frick,sue,medium
10263,47,116.28,9,5465.16,2019-06-28,2915,shipped,planes,118,s700_2834,gift depot inc.,2035552570,25593 south bay ln.,bridgewater,97562,usa,king,julie,medium
10275,48,132.89,8,6378.72,2019-07-23,2891,shipped,planes,118,s700_2834,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,medium
10285,45,119.84,13,5392.8,2019-08-27,2857,shipped,planes,118,s700_2834,marta's replicas co.,6175558555,39323 spinnaker dr.,cambridge,51247,usa,hernandez,marta,medium
10297,35,113.9,3,3986.5,2019-09-16,2838,shipped,planes,118,s700_2834,"clover collections, co.",+353 1862 1555,25 maiden lane,dublin,2,ireland,cassidy,dean,medium
10308,31,129.33,6,4009.23,2019-10-15,2810,shipped,planes,118,s700_2834,mini classics,9145554562,3758 north pendale street,white plains,24067,usa,frick,steve,medium
10318,50,142.38,8,7119.0,2019-11-02,2793,shipped,planes,118,s700_2834,diecast classics inc.,2155551555,7586 pompton st.,allentown,70267,usa,yu,kyung,large
10328,33,123.4,11,4072.2,2019-11-12,2784,shipped,planes,118,s700_2834,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,medium
10340,29,141.19,6,4094.51,2019-11-24,2773,shipped,planes,118,s700_2834,enaco distributors,(93) 203 4555,"rambla de catalu¤a, 23",barcelona,8022,spain,saavedra,eduardo,medium
10353,48,68.8,4,3302.4,2019-12-04,2764,shipped,planes,118,s700_2834,gift ideas corp.,2035554407,2440 pompton st.,glendale,97561,usa,lewis,dan,medium
10361,44,72.42,5,3186.48,2019-12-17,2752,shipped,planes,118,s700_2834,souveniers and things co.,+61 2 9495 8555,"monitor money building, 815 pacific hwy",chatswood,2067,australia,huxley,adrian,medium
10375,25,66.73,10,1668.25,2020-02-03,2705,shipped,planes,118,s700_2834,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,small
10388,50,143.09,3,7154.5,2020-03-03,2677,shipped,planes,118,s700_2834,fungiftideas.com,5085552555,1785 first street,new bedford,50553,usa,benitez,violeta,large
10398,23,122.21,9,2810.83,2020-03-30,2651,shipped,planes,118,s700_2834,reims collectables,26.47.1555,59 rue de l'abbaye,reims,51100,france,henriot,paul,small
10401,21,96.11,2,2018.31,2020-04-03,2648,on hold,planes,118,s700_2834,tekni collectables inc.,2015559350,7476 moss rd.,newark,94019,usa,brown,william,small
10416,41,137.63,3,5642.83,2020-05-10,2612,shipped,planes,118,s700_2834,l'ordine souveniers,0522-556555,strada provinciale 124,reggio emilia,42100,italy,moroni,maurizio,medium
10106,44,74.4,8,3273.6,2018-02-17,3426,shipped,planes,80,s700_3167,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,medium
10120,43,76.0,14,3268.0,2018-04-29,3356,shipped,planes,80,s700_3167,"australian collectors, co.",03 9520 4555,636 st kilda road,melbourne,3004,australia,ferguson,peter,medium
10143,28,96.0,3,2688.0,2018-08-10,3254,shipped,planes,80,s700_3167,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,small
10155,43,86.4,1,3715.2,2018-10-06,3198,shipped,planes,80,s700_3167,"toys of finland, co.",90-224 8555,keskuskatu 45,helsinki,21240,finland,karttunen,matti,medium
10168,48,96.0,15,4608.0,2018-10-28,3177,shipped,planes,80,s700_3167,technics stores inc.,6505556809,9408 furth circle,burlingame,94217,usa,hirano,juri,medium
10199,38,82.4,3,3131.2,2018-12-01,3144,shipped,planes,80,s700_3167,west coast collectables co.,3105553722,3675 furth circle,burbank,94019,usa,thompson,steve,medium
10210,31,86.4,13,2678.4,2019-01-12,3103,shipped,planes,80,s700_3167,osaka souveniers co.,+81 06 6342 5555,"dojima avanza 4f, 1-6-20 dojima, kita-ku",osaka,530-0003,japan,kentary,mory,small
10223,26,67.2,15,1747.2,2019-02-20,3065,shipped,planes,80,s700_3167,"australian collectors, co.",03 9520 4555,636 st kilda road,melbourne,3004,australia,ferguson,peter,small
10235,32,92.0,9,2944.0,2019-04-02,3025,shipped,planes,80,s700_3167,"royal canadian collectables, ltd.",(604) 555-4555,23 tsawassen blvd.,tsawassen,t2f 8m4,canada,lincoln,elizabeth,small
10250,44,67.2,10,2956.8,2019-05-11,2987,shipped,planes,80,s700_3167,the sharp gifts warehouse,4085553659,3086 ingle ln.,san jose,94217,usa,frick,sue,small
10262,27,76.0,5,2052.0,2019-06-24,2944,cancelled,planes,80,s700_3167,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10275,43,73.6,15,3164.8,2019-07-23,2916,shipped,planes,80,s700_3167,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,medium
10284,25,69.6,7,1740.0,2019-08-21,2888,shipped,planes,80,s700_3167,"norway gifts by mail, co.",+47 2212 1555,"drammensveien 126 a, pb 744 sentrum",oslo,n 0106,norway,klaeboe,jan,small
